City,Vehicle Type,Weather,Economic Condition,Day Of Week,Hour Of Day,Speed,Is Peak Hour,Random Event Occurred,Energy Consumption,Traffic Density
AquaCity,Autonomous Vehicle,Snowy,Booming,Thursday,16,22.4995,0,0,17.9996,0.4537
TechHaven,Autonomous Vehicle,Electromagnetic Storm,Booming,Wednesday,7,32.034,1,0,24.5237,0.4767
SolarisVille,Flying Car,Electromagnetic Storm,Booming,Tuesday,20,62.8142,0,0,75.377,0.5414
Ecoopolis,Autonomous Vehicle,Solar Flare,Recession,Wednesday,10,54.1257,0,0,43.3005,0.0566
TechHaven,Drone,Electromagnetic Storm,Recession,Tuesday,13,92.3387,0,0,55.2265,0.1037
TechHaven,Drone,Rainy,Booming,Wednesday,20,48.4498,0,0,28.9772,0.2321
MetropolisX,Autonomous Vehicle,Electromagnetic Storm,Booming,Saturday,21,69.3451,0,0,66.3589,0.674
AquaCity,Drone,Clear,Recession,Tuesday,16,82.3132,0,0,41.1566,0.3864
AquaCity,Drone,Electromagnetic Storm,Stable,Friday,1,96.2789,0,0,48.1395,0.4286
SolarisVille,Flying Car,Electromagnetic Storm,Stable,Thursday,17,52.4957,1,0,62.9949,0.5511
AquaCity,Car,Electromagnetic Storm,Booming,Thursday,16,108.0,0,0,116.1089,0.5167
Neuroburg,Autonomous Vehicle,Electromagnetic Storm,Booming,Friday,9,107.8314,0,0,103.188,0.079
AquaCity,Flying Car,Solar Flare,Stable,Wednesday,20,78.1283,0,0,93.754,0.7612
MetropolisX,Drone,Solar Flare,Recession,Friday,19,22.8184,0,0,12.965,0.3713
Ecoopolis,Car,Snowy,Booming,Wednesday,1,83.773,0,0,83.773,0.2149
Neuroburg,Drone,Solar Flare,Stable,Wednesday,18,29.8585,1,0,13.572,0.1504
Ecoopolis,Drone,Electromagnetic Storm,Booming,Thursday,21,70.2152,0,0,35.1076,0.2092
MetropolisX,Drone,Snowy,Recession,Thursday,18,68.2726,1,1,32.6663,0.1128
AquaCity,Autonomous Vehicle,Clear,Booming,Friday,12,108.0,0,0,87.5778,0.4409
AquaCity,Autonomous Vehicle,Snowy,Recession,Thursday,22,64.8745,0,0,51.8996,0.0847
Ecoopolis,Autonomous Vehicle,Electromagnetic Storm,Recession,Tuesday,15,35.2633,0,0,31.3452,0.1079
Ecoopolis,Drone,Clear,Recession,Tuesday,8,69.159,1,0,34.5795,0.0664
Neuroburg,Drone,Rainy,Recession,Saturday,16,91.8511,0,0,54.9349,0.0438
MetropolisX,Drone,Clear,Stable,Friday,15,73.4934,0,0,41.7576,0.586
Ecoopolis,Autonomous Vehicle,Rainy,Stable,Monday,1,45.5862,0,0,40.521,0.3225
SolarisVille,Autonomous Vehicle,Electromagnetic Storm,Booming,Saturday,3,39.3356,0,0,31.4684,0.3969
TechHaven,Drone,Rainy,Recession,Friday,23,65.9873,0,0,54.814,0.0203
TechHaven,Autonomous Vehicle,Solar Flare,Stable,Sunday,2,43.1299,0,0,39.209,0.228
MetropolisX,Drone,Electromagnetic Storm,Stable,Wednesday,17,82.3968,1,0,39.4243,0.6212
Neuroburg,Autonomous Vehicle,Clear,Stable,Thursday,5,27.2786,0,0,24.7988,0.1305
AquaCity,Autonomous Vehicle,Solar Flare,Stable,Tuesday,6,77.1123,0,0,61.6899,0.5837
TechHaven,Autonomous Vehicle,Electromagnetic Storm,Booming,Sunday,6,81.8877,0,0,78.3614,0.2833
SolarisVille,Drone,Rainy,Stable,Monday,7,55.6568,1,0,27.8284,0.3734
SolarisVille,Car,Solar Flare,Recession,Sunday,10,49.6992,0,0,49.6992,0.0452
TechHaven,Autonomous Vehicle,Solar Flare,Recession,Monday,0,53.5581,0,0,48.6892,0.0273
Neuroburg,Autonomous Vehicle,Electromagnetic Storm,Stable,Friday,9,87.0779,0,0,83.3281,0.0635
SolarisVille,Autonomous Vehicle,Snowy,Booming,Saturday,15,91.7381,0,0,73.3905,0.3405
Neuroburg,Autonomous Vehicle,Clear,Recession,Monday,16,68.5469,0,0,62.3153,0.0427
MetropolisX,Drone,Snowy,Stable,Wednesday,8,89.4458,1,0,42.797,0.3882
SolarisVille,Car,Solar Flare,Recession,Thursday,11,99.3591,0,0,99.3591,0.0386
AquaCity,Flying Car,Clear,Booming,Saturday,14,86.4,1,0,109.8312,0.6474
TechHaven,Autonomous Vehicle,Clear,Booming,Friday,20,85.4745,0,0,71.9482,0.2262
SolarisVille,Drone,Clear,Stable,Thursday,0,54.9825,0,0,27.4912,0.5773
AquaCity,Autonomous Vehicle,Rainy,Recession,Thursday,2,41.9365,0,0,33.5492,0.2192
AquaCity,Drone,Rainy,Recession,Wednesday,1,30.3896,0,0,15.1948,0.3167
MetropolisX,Car,Electromagnetic Storm,Stable,Saturday,5,97.7875,0,0,116.9707,0.5389
MetropolisX,Autonomous Vehicle,Rainy,Stable,Tuesday,23,17.3742,0,0,16.6261,0.4072
SolarisVille,Autonomous Vehicle,Clear,Stable,Saturday,22,120.0,0,0,96.9273,0.5566
Ecoopolis,Autonomous Vehicle,Clear,Booming,Wednesday,6,62.3214,0,0,49.8571,0.1228
TechHaven,Autonomous Vehicle,Snowy,Stable,Tuesday,15,13.4012,0,0,12.8241,0.2026
AquaCity,Autonomous Vehicle,Rainy,Stable,Wednesday,17,40.3695,1,0,32.2956,0.4166
TechHaven,Drone,Electromagnetic Storm,Stable,Thursday,8,19.1015,1,0,9.1395,0.2774
MetropolisX,Autonomous Vehicle,Electromagnetic Storm,Recession,Tuesday,9,101.0915,0,0,96.7383,0.1997
SolarisVille,Flying Car,Electromagnetic Storm,Stable,Saturday,17,77.6087,0,0,93.1304,0.6387
TechHaven,Autonomous Vehicle,Snowy,Booming,Saturday,16,78.0256,0,0,74.6656,0.406
Ecoopolis,Flying Car,Rainy,Booming,Monday,0,62.6507,0,0,75.1808,0.1928
SolarisVille,Autonomous Vehicle,Solar Flare,Booming,Thursday,20,88.987,0,0,79.0996,0.1803
AquaCity,Drone,Solar Flare,Stable,Friday,10,95.6108,0,0,47.8054,0.7309
TechHaven,Autonomous Vehicle,Electromagnetic Storm,Stable,Tuesday,11,75.7657,0,0,72.5031,0.3171
Neuroburg,Autonomous Vehicle,Snowy,Stable,Friday,21,67.0042,0,0,54.8024,0.0861
AquaCity,Flying Car,Solar Flare,Stable,Friday,21,91.221,0,0,109.4652,0.6135
SolarisVille,Drone,Clear,Stable,Sunday,21,79.1207,0,0,43.9559,0.446
Ecoopolis,Drone,Electromagnetic Storm,Booming,Wednesday,23,96.0,0,0,61.7359,0.3801
SolarisVille,Autonomous Vehicle,Clear,Recession,Friday,4,48.005,0,0,38.404,0.0489
SolarisVille,Autonomous Vehicle,Rainy,Booming,Sunday,12,26.207,1,1,20.9656,0.2914
SolarisVille,Autonomous Vehicle,Electromagnetic Storm,Booming,Monday,18,32.819,1,0,36.4656,0.2459
AquaCity,Autonomous Vehicle,Solar Flare,Booming,Sunday,12,54.6209,1,0,43.6967,0.3938
Neuroburg,Autonomous Vehicle,Clear,Booming,Wednesday,21,112.1639,0,0,87.1514,0.1512
Neuroburg,Autonomous Vehicle,Solar Flare,Stable,Tuesday,19,55.3062,0,0,42.973,0.0995
SolarisVille,Autonomous Vehicle,Snowy,Recession,Saturday,15,113.7515,0,0,91.0012,0.1329
TechHaven,Autonomous Vehicle,Electromagnetic Storm,Booming,Friday,10,63.1009,0,0,60.3837,0.2954
TechHaven,Autonomous Vehicle,Solar Flare,Booming,Sunday,3,27.5878,0,0,25.0798,0.3334
Ecoopolis,Autonomous Vehicle,Solar Flare,Stable,Thursday,18,69.12,1,0,79.1179,0.2692
TechHaven,Autonomous Vehicle,Snowy,Stable,Sunday,18,30.5952,0,0,29.2777,0.1459
MetropolisX,Autonomous Vehicle,Solar Flare,Booming,Friday,13,69.3332,0,0,77.0369,1.0331
SolarisVille,Car,Snowy,Recession,Sunday,0,76.585,0,0,76.585,0.08
MetropolisX,Car,Rainy,Recession,Sunday,22,33.3702,0,0,39.9165,0.2966
MetropolisX,Autonomous Vehicle,Rainy,Booming,Thursday,11,84.6006,0,0,80.9576,0.2906
TechHaven,Autonomous Vehicle,Clear,Recession,Thursday,6,95.2659,0,0,86.6054,0.0909
Neuroburg,Autonomous Vehicle,Rainy,Booming,Tuesday,22,76.191,0,0,72.9101,0.0633
MetropolisX,Drone,Electromagnetic Storm,Stable,Sunday,8,23.1346,0,0,12.1761,0.7517
TechHaven,Drone,Snowy,Recession,Wednesday,20,37.9965,0,0,22.7252,0.1142
Ecoopolis,Autonomous Vehicle,Clear,Booming,Wednesday,2,72.1764,0,0,57.7411,0.1368
Neuroburg,Autonomous Vehicle,Clear,Stable,Saturday,15,57.2635,0,0,52.0577,0.1338
Ecoopolis,Autonomous Vehicle,Rainy,Recession,Saturday,22,54.103,0,0,43.2824,0.0294
SolarisVille,Autonomous Vehicle,Snowy,Recession,Sunday,2,31.2362,0,0,24.989,0.1207
Ecoopolis,Drone,Solar Flare,Recession,Monday,20,105.6,0,0,59.7891,0.0876
Ecoopolis,Drone,Clear,Stable,Wednesday,4,66.6136,0,0,33.3068,0.1645
TechHaven,Autonomous Vehicle,Solar Flare,Recession,Friday,12,65.6688,0,0,59.6989,0.0636
Ecoopolis,Drone,Snowy,Recession,Friday,9,69.0808,0,0,34.5404,0.0536
AquaCity,Autonomous Vehicle,Clear,Stable,Sunday,8,35.1907,0,0,28.1526,0.7005
MetropolisX,Autonomous Vehicle,Clear,Stable,Monday,9,71.8798,0,0,65.3452,0.3165
Neuroburg,Autonomous Vehicle,Electromagnetic Storm,Recession,Tuesday,18,95.4146,1,0,62.4314,0.0226
AquaCity,Autonomous Vehicle,Rainy,Booming,Sunday,20,49.5693,0,0,39.6554,0.5051
AquaCity,Autonomous Vehicle,Solar Flare,Recession,Tuesday,20,16.2385,0,0,14.4343,0.1982
Ecoopolis,Drone,Electromagnetic Storm,Recession,Saturday,17,66.2811,0,0,33.1406,0.0585
MetropolisX,Autonomous Vehicle,Clear,Booming,Friday,15,43.5345,0,0,70.673,0.5984
Neuroburg,Autonomous Vehicle,Clear,Recession,Wednesday,11,103.7591,0,0,94.3264,0.0395
SolarisVille,Car,Rainy,Booming,Thursday,1,108.0,0,0,120.7993,0.3529
AquaCity,Flying Car,Snowy,Booming,Sunday,12,19.4008,1,0,23.2809,1.0548
MetropolisX,Autonomous Vehicle,Solar Flare,Booming,Wednesday,0,65.9424,0,0,73.2693,1.047
TechHaven,Drone,Electromagnetic Storm,Stable,Thursday,12,72.7298,0,0,43.4987,0.2417
MetropolisX,Autonomous Vehicle,Rainy,Stable,Monday,21,52.0401,0,0,50.3021,0.4763
Neuroburg,Autonomous Vehicle,Snowy,Recession,Thursday,11,31.2814,0,0,29.9344,0.0633
Neuroburg,Autonomous Vehicle,Rainy,Recession,Wednesday,13,67.5686,0,0,71.8432,0.0103
TechHaven,Autonomous Vehicle,Clear,Stable,Tuesday,3,35.5684,0,0,32.3349,0.1912
Ecoopolis,Autonomous Vehicle,Electromagnetic Storm,Booming,Sunday,3,30.3828,0,0,24.3063,0.1614
SolarisVille,Autonomous Vehicle,Clear,Booming,Thursday,11,107.4322,0,0,85.9457,0.3571
Neuroburg,Autonomous Vehicle,Rainy,Stable,Thursday,1,14.5554,0,0,13.9286,0.0799
AquaCity,Autonomous Vehicle,Clear,Recession,Thursday,22,62.3035,0,0,49.8428,0.193
AquaCity,Autonomous Vehicle,Clear,Recession,Sunday,23,105.4436,0,0,84.3549,0.123
Neuroburg,Drone,Rainy,Recession,Sunday,16,22.008,0,0,13.1627,0.0168
Neuroburg,Drone,Snowy,Recession,Friday,12,34.1994,0,0,20.4542,0.0234
TechHaven,Drone,Snowy,Recession,Sunday,6,52.3672,0,0,31.3201,0.0712
SolarisVille,Autonomous Vehicle,Rainy,Stable,Tuesday,18,77.76,1,0,69.936,0.3278
AquaCity,Autonomous Vehicle,Solar Flare,Recession,Monday,19,28.181,0,0,25.0498,0.2245
MetropolisX,Autonomous Vehicle,Clear,Stable,Thursday,10,29.1019,0,0,26.4562,0.5072
Ecoopolis,Autonomous Vehicle,Solar Flare,Recession,Friday,1,79.9185,0,0,63.9348,0.1086
Neuroburg,Autonomous Vehicle,Rainy,Booming,Saturday,7,60.1183,0,0,57.5295,0.0604
AquaCity,Autonomous Vehicle,Electromagnetic Storm,Stable,Monday,0,88.7866,0,0,71.0293,0.4805
SolarisVille,Autonomous Vehicle,Clear,Stable,Friday,2,104.0269,0,0,83.2215,0.3267
Ecoopolis,Drone,Snowy,Stable,Monday,10,52.8342,0,0,26.4171,0.2348
Ecoopolis,Drone,Clear,Stable,Friday,1,59.6444,0,1,29.8222,0.3223
AquaCity,Autonomous Vehicle,Electromagnetic Storm,Booming,Friday,14,91.9581,0,0,73.5664,0.4782
AquaCity,Autonomous Vehicle,Rainy,Booming,Friday,18,41.3224,1,0,36.731,0.5492
Ecoopolis,Autonomous Vehicle,Rainy,Stable,Thursday,6,17.9838,0,0,14.387,0.1965
MetropolisX,Autonomous Vehicle,Electromagnetic Storm,Recession,Saturday,14,125.6068,1,0,96.1583,0.2448
Neuroburg,Autonomous Vehicle,Solar Flare,Recession,Saturday,12,127.3389,1,0,92.6101,0.0208
AquaCity,Drone,Rainy,Stable,Tuesday,8,50.2529,1,0,25.1265,0.4844
Ecoopolis,Autonomous Vehicle,Snowy,Stable,Tuesday,19,48.4724,0,0,43.0866,0.1823
Neuroburg,Drone,Electromagnetic Storm,Booming,Sunday,18,61.2188,0,0,36.6141,0.0592
TechHaven,Car,Electromagnetic Storm,Recession,Friday,10,37.73,0,0,45.1316,0.0884
TechHaven,Autonomous Vehicle,Electromagnetic Storm,Stable,Thursday,16,16.1961,0,0,15.4987,0.3421
TechHaven,Autonomous Vehicle,Solar Flare,Recession,Friday,21,43.3208,0,0,50.6462,0.0407
AquaCity,Car,Rainy,Recession,Saturday,13,64.2148,1,0,64.2148,0.0842
MetropolisX,Autonomous Vehicle,Solar Flare,Stable,Sunday,17,46.6432,0,0,51.8257,1.0063
SolarisVille,Drone,Snowy,Stable,Wednesday,1,78.5217,0,0,39.2608,0.4063
AquaCity,Drone,Rainy,Booming,Wednesday,16,14.1853,0,0,7.0927,0.5758
Ecoopolis,Autonomous Vehicle,Rainy,Recession,Thursday,18,22.3865,1,0,19.8991,0.0405
TechHaven,Drone,Clear,Stable,Sunday,6,43.2515,0,0,24.5747,0.3767
SolarisVille,Flying Car,Snowy,Booming,Saturday,3,92.6972,0,0,111.2367,0.2563
Ecoopolis,Autonomous Vehicle,Clear,Recession,Thursday,7,71.8266,1,0,57.4612,0.0678
Neuroburg,Autonomous Vehicle,Electromagnetic Storm,Recession,Tuesday,14,45.8472,0,0,43.8729,0.0098
SolarisVille,Car,Rainy,Stable,Monday,17,42.8109,1,0,42.8109,0.3687
TechHaven,Drone,Clear,Recession,Saturday,22,49.3014,0,0,28.0122,0.1364
Ecoopolis,Autonomous Vehicle,Rainy,Stable,Sunday,9,86.4,0,0,76.9998,0.1572
MetropolisX,Drone,Electromagnetic Storm,Booming,Sunday,1,75.9685,0,0,45.4357,0.6643
Neuroburg,Autonomous Vehicle,Snowy,Recession,Thursday,22,30.6691,0,0,29.3484,0.0575
Neuroburg,Car,Clear,Booming,Sunday,10,26.0508,0,0,37.0039,0.1448
MetropolisX,Drone,Solar Flare,Recession,Friday,1,75.6637,0,0,42.9907,0.0926
Neuroburg,Autonomous Vehicle,Electromagnetic Storm,Booming,Friday,20,25.2418,0,0,20.6452,0.0896
AquaCity,Car,Clear,Booming,Tuesday,14,90.0225,0,0,90.0225,0.423
Ecoopolis,Autonomous Vehicle,Snowy,Booming,Friday,21,37.3226,0,0,33.1756,0.1268
SolarisVille,Autonomous Vehicle,Rainy,Recession,Friday,23,46.1995,0,0,36.9596,0.106
MetropolisX,Autonomous Vehicle,Rainy,Booming,Wednesday,8,52.1017,1,0,48.7501,1.3846
Ecoopolis,Autonomous Vehicle,Rainy,Booming,Friday,23,54.6841,0,0,43.7472,0.19
Neuroburg,Drone,Clear,Recession,Sunday,0,102.1944,0,0,58.065,0.0371
Neuroburg,Autonomous Vehicle,Clear,Booming,Saturday,6,38.0864,0,0,34.624,0.1581
Neuroburg,Autonomous Vehicle,Rainy,Recession,Thursday,16,70.9705,0,0,67.9144,0.018
SolarisVille,Drone,Solar Flare,Booming,Tuesday,1,66.5287,0,0,33.2644,0.174
Neuroburg,Autonomous Vehicle,Snowy,Booming,Wednesday,21,45.3737,0,0,37.111,0.0746
TechHaven,Autonomous Vehicle,Rainy,Stable,Wednesday,0,53.4537,0,0,51.1518,0.1219
Ecoopolis,Autonomous Vehicle,Clear,Stable,Monday,17,50.0615,1,0,40.0492,0.1331
AquaCity,Autonomous Vehicle,Electromagnetic Storm,Recession,Tuesday,7,88.8645,1,0,71.0916,0.1786
Ecoopolis,Autonomous Vehicle,Clear,Recession,Tuesday,5,105.6,0,0,90.7104,0.1126
Neuroburg,Car,Snowy,Recession,Friday,6,19.0761,0,0,22.8183,0.0654
SolarisVille,Autonomous Vehicle,Electromagnetic Storm,Stable,Friday,23,50.1343,0,0,40.1074,0.2262
MetropolisX,Autonomous Vehicle,Solar Flare,Recession,Thursday,6,91.5427,0,0,83.2206,0.1451
Ecoopolis,Autonomous Vehicle,Clear,Recession,Friday,20,84.5514,0,0,75.1568,0.0724
SolarisVille,Autonomous Vehicle,Rainy,Booming,Friday,20,26.8017,0,0,23.8237,0.3263
TechHaven,Car,Solar Flare,Stable,Wednesday,21,52.0376,0,0,59.1336,0.3437
SolarisVille,Autonomous Vehicle,Clear,Booming,Tuesday,1,62.5376,0,0,50.0301,0.3378
TechHaven,Autonomous Vehicle,Electromagnetic Storm,Stable,Sunday,18,21.9887,0,0,21.0419,0.1741
Neuroburg,Drone,Solar Flare,Recession,Friday,15,70.4401,0,0,40.0228,0.065
MetropolisX,Autonomous Vehicle,Rainy,Stable,Thursday,23,53.6649,0,0,51.354,0.6637
Neuroburg,Autonomous Vehicle,Clear,Stable,Friday,8,93.2109,1,0,67.7898,0.0845
SolarisVille,Autonomous Vehicle,Clear,Stable,Thursday,23,89.3787,0,1,71.5029,0.318
Neuroburg,Autonomous Vehicle,Clear,Stable,Monday,14,68.0839,0,0,68.7716,0.1339
AquaCity,Autonomous Vehicle,Snowy,Recession,Thursday,8,31.2188,1,0,24.975,0.0561
TechHaven,Autonomous Vehicle,Clear,Booming,Thursday,16,86.4167,0,0,78.5607,0.1968
Neuroburg,Autonomous Vehicle,Electromagnetic Storm,Booming,Monday,16,81.2357,0,0,77.7375,0.0644
SolarisVille,Flying Car,Electromagnetic Storm,Booming,Saturday,15,78.9549,0,0,94.7458,0.4702
AquaCity,Autonomous Vehicle,Clear,Recession,Tuesday,4,116.7961,0,0,93.4369,0.1458
Neuroburg,Autonomous Vehicle,Snowy,Recession,Friday,4,14.4118,0,0,13.7912,0.0586
Neuroburg,Autonomous Vehicle,Snowy,Booming,Thursday,19,50.8014,0,0,41.5502,0.0943
Neuroburg,Autonomous Vehicle,Rainy,Recession,Wednesday,23,17.7603,0,0,16.9955,0.0134
Ecoopolis,Drone,Solar Flare,Booming,Friday,16,89.96,0,0,44.98,0.2609
AquaCity,Car,Electromagnetic Storm,Recession,Wednesday,5,32.0724,0,0,32.0724,0.2149
Neuroburg,Autonomous Vehicle,Rainy,Booming,Saturday,19,48.2707,0,0,46.192,0.0692
MetropolisX,Drone,Electromagnetic Storm,Booming,Thursday,6,25.6018,0,0,15.3121,0.3924
AquaCity,Autonomous Vehicle,Snowy,Booming,Monday,12,38.8798,0,0,31.1038,0.566
AquaCity,Autonomous Vehicle,Snowy,Stable,Tuesday,19,50.7961,0,0,45.1521,0.3328
MetropolisX,Autonomous Vehicle,Clear,Recession,Thursday,13,120.0655,0,0,109.1505,0.1527
Neuroburg,Autonomous Vehicle,Solar Flare,Booming,Monday,13,93.3975,0,0,84.9068,0.0679
MetropolisX,Flying Car,Electromagnetic Storm,Recession,Friday,1,92.5376,0,0,132.8292,0.124
Neuroburg,Drone,Electromagnetic Storm,Recession,Thursday,21,60.6041,0,0,36.2464,0.0288
Neuroburg,Autonomous Vehicle,Electromagnetic Storm,Stable,Tuesday,6,69.9918,0,0,66.9778,0.0863
Ecoopolis,Autonomous Vehicle,Clear,Stable,Friday,6,66.9673,0,1,59.5265,0.1395
AquaCity,Autonomous Vehicle,Rainy,Recession,Thursday,17,58.6278,1,0,46.9023,0.2891
MetropolisX,Drone,Rainy,Recession,Saturday,2,91.9701,0,0,55.006,0.4525
Ecoopolis,Autonomous Vehicle,Electromagnetic Storm,Recession,Thursday,7,47.9796,1,0,38.3837,0.0807
MetropolisX,Autonomous Vehicle,Clear,Booming,Saturday,2,84.477,0,0,76.7972,0.3367
TechHaven,Autonomous Vehicle,Clear,Recession,Monday,15,52.7945,0,0,47.995,0.1153
AquaCity,Car,Snowy,Booming,Thursday,18,30.9263,1,0,30.9263,0.6528
AquaCity,Autonomous Vehicle,Electromagnetic Storm,Stable,Sunday,10,80.2506,0,0,64.2004,1.0664
TechHaven,Autonomous Vehicle,Clear,Recession,Monday,10,63.382,0,0,57.62,0.1276
MetropolisX,Autonomous Vehicle,Rainy,Booming,Wednesday,15,36.6424,0,1,35.0645,0.4917
SolarisVille,Car,Clear,Booming,Friday,19,34.2884,0,0,42.8605,0.4929
SolarisVille,Flying Car,Solar Flare,Stable,Sunday,20,61.0543,0,0,73.2652,0.2417
Ecoopolis,Autonomous Vehicle,Clear,Booming,Monday,14,20.9488,0,0,16.759,0.1345
AquaCity,Autonomous Vehicle,Snowy,Recession,Saturday,23,15.0165,0,0,12.0132,0.1061
Neuroburg,Autonomous Vehicle,Solar Flare,Booming,Thursday,7,41.7333,1,0,30.3515,0.1605
Neuroburg,Autonomous Vehicle,Clear,Booming,Saturday,13,100.474,1,0,73.072,0.1379
MetropolisX,Autonomous Vehicle,Electromagnetic Storm,Recession,Thursday,10,78.5525,0,0,75.1699,0.1828
MetropolisX,Autonomous Vehicle,Electromagnetic Storm,Recession,Wednesday,9,54.7285,0,0,52.3718,0.1949
MetropolisX,Autonomous Vehicle,Clear,Stable,Monday,0,99.6777,0,0,90.6161,0.3418
Neuroburg,Autonomous Vehicle,Rainy,Booming,Tuesday,10,32.8336,0,0,39.2747,0.1591
Neuroburg,Autonomous Vehicle,Electromagnetic Storm,Stable,Thursday,8,41.2745,1,0,31.5977,0.0822
AquaCity,Car,Rainy,Booming,Thursday,22,43.1358,0,0,43.1358,0.6872
TechHaven,Autonomous Vehicle,Snowy,Booming,Tuesday,23,66.0083,0,0,63.1659,0.2247
AquaCity,Drone,Rainy,Stable,Sunday,16,16.3734,0,0,8.1867,0.4253
AquaCity,Autonomous Vehicle,Clear,Stable,Saturday,8,79.3188,0,0,63.4551,0.4425
Ecoopolis,Car,Electromagnetic Storm,Recession,Wednesday,6,55.2303,0,0,55.2303,0.0371
Ecoopolis,Autonomous Vehicle,Electromagnetic Storm,Recession,Monday,10,24.7891,0,0,19.8313,0.0555
Neuroburg,Autonomous Vehicle,Electromagnetic Storm,Stable,Friday,6,52.1276,0,0,49.8828,0.1494
MetropolisX,Car,Snowy,Recession,Thursday,22,93.2607,0,0,111.5559,0.1009
TechHaven,Autonomous Vehicle,Snowy,Stable,Tuesday,10,82.4198,0,0,78.8706,0.1866
Neuroburg,Drone,Electromagnetic Storm,Stable,Sunday,12,84.2293,1,0,40.3011,0.1954
TechHaven,Drone,Electromagnetic Storm,Stable,Thursday,7,62.0466,1,0,29.6874,0.3021
Neuroburg,Autonomous Vehicle,Rainy,Recession,Thursday,22,18.7803,0,0,17.9716,0.0277
SolarisVille,Autonomous Vehicle,Rainy,Recession,Monday,22,50.7352,0,0,40.5881,0.1851
Ecoopolis,Autonomous Vehicle,Solar Flare,Recession,Wednesday,5,37.0751,0,0,32.9556,0.1156
Ecoopolis,Autonomous Vehicle,Solar Flare,Recession,Sunday,20,72.1254,0,0,57.7003,0.0549
Neuroburg,Autonomous Vehicle,Snowy,Stable,Wednesday,2,107.4239,0,0,102.798,0.0983
SolarisVille,Autonomous Vehicle,Rainy,Booming,Tuesday,19,18.0454,0,0,16.0404,0.4124
Neuroburg,Autonomous Vehicle,Snowy,Recession,Thursday,20,101.9554,0,0,83.3888,0.0119
SolarisVille,Autonomous Vehicle,Snowy,Booming,Thursday,6,89.4234,0,0,71.5387,0.328
AquaCity,Autonomous Vehicle,Snowy,Booming,Monday,8,53.3543,1,0,42.6834,0.4679
Neuroburg,Autonomous Vehicle,Rainy,Stable,Tuesday,6,65.5552,0,0,62.7323,0.1256
TechHaven,Autonomous Vehicle,Snowy,Booming,Thursday,5,28.6291,0,0,27.3963,0.1844
MetropolisX,Drone,Solar Flare,Stable,Wednesday,7,29.1739,1,0,13.2608,0.4714
Ecoopolis,Autonomous Vehicle,Snowy,Recession,Tuesday,14,34.0213,0,0,27.217,0.0574
AquaCity,Autonomous Vehicle,Solar Flare,Recession,Friday,22,40.9084,0,0,36.363,0.0858
MetropolisX,Autonomous Vehicle,Rainy,Booming,Monday,20,69.6291,0,0,67.3038,0.4786
MetropolisX,Drone,Clear,Stable,Tuesday,12,103.3539,0,1,58.7238,0.586
SolarisVille,Autonomous Vehicle,Clear,Recession,Saturday,15,65.655,0,0,52.524,0.0956
TechHaven,Flying Car,Rainy,Booming,Saturday,14,61.0025,1,0,70.0507,0.204
Ecoopolis,Flying Car,Snowy,Booming,Wednesday,23,45.7201,0,0,54.8641,0.1668
TechHaven,Autonomous Vehicle,Solar Flare,Recession,Friday,2,33.8857,0,0,30.8052,0.1633
SolarisVille,Autonomous Vehicle,Clear,Recession,Sunday,9,92.8028,0,0,74.2423,0.1928
Neuroburg,Autonomous Vehicle,Solar Flare,Booming,Thursday,6,42.3976,0,0,38.5432,0.0848
Ecoopolis,Drone,Rainy,Booming,Thursday,14,75.7443,0,0,37.8721,0.1728
MetropolisX,Autonomous Vehicle,Snowy,Recession,Sunday,21,97.2051,0,0,93.0192,0.2671
TechHaven,Autonomous Vehicle,Rainy,Recession,Monday,23,89.1486,0,0,85.3097,0.1243
MetropolisX,Autonomous Vehicle,Snowy,Booming,Sunday,9,23.2711,0,0,22.269,0.3968
TechHaven,Autonomous Vehicle,Solar Flare,Booming,Wednesday,5,61.386,0,1,55.8054,0.2299
AquaCity,Autonomous Vehicle,Snowy,Stable,Tuesday,18,48.7286,1,0,43.3143,0.5575
TechHaven,Drone,Clear,Stable,Saturday,12,71.9872,1,0,32.7214,0.2428
Neuroburg,Autonomous Vehicle,Electromagnetic Storm,Recession,Sunday,9,94.5994,0,0,90.5258,0.0193
TechHaven,Drone,Rainy,Stable,Wednesday,3,64.0381,0,0,38.3003,0.2
TechHaven,Autonomous Vehicle,Rainy,Stable,Saturday,11,67.4778,0,0,64.572,0.1547
Ecoopolis,Autonomous Vehicle,Rainy,Stable,Sunday,5,39.0276,0,0,31.2221,0.2682
Neuroburg,Autonomous Vehicle,Clear,Recession,Tuesday,6,40.2731,0,0,36.6119,0.0477
TechHaven,Drone,Clear,Booming,Saturday,12,25.8776,1,0,11.7625,0.2684
TechHaven,Drone,Clear,Recession,Friday,23,42.9124,0,0,24.382,0.1051
Neuroburg,Autonomous Vehicle,Snowy,Booming,Monday,2,90.687,0,0,86.7818,0.1414
Ecoopolis,Autonomous Vehicle,Snowy,Booming,Wednesday,22,80.1822,0,0,64.1457,0.2149
SolarisVille,Car,Rainy,Recession,Monday,8,86.845,1,0,86.845,0.266
MetropolisX,Drone,Clear,Recession,Thursday,8,35.0451,1,0,15.9296,0.0833
AquaCity,Drone,Electromagnetic Storm,Booming,Sunday,3,34.3742,0,0,17.1871,0.3829
AquaCity,Drone,Clear,Stable,Tuesday,12,95.8408,0,0,47.9204,0.5603
